as_of_date,sku,product_name,category,warehouse,supplier,forecast_horizon_days,point_forecast_units,forecast_low_units,forecast_high_units,available_inventory,inbound_quantity_90d,inventory_position,expected_lead_time_days_p75,reorder_date,recommended_quantity,estimated_purchase_cost,priority_or_risk_classification,reason_code,projected_stockout_date,container_slot,assumptions,human_approval_status
30/06/2026,BRA-0001,Category 2 Model 001,Category 2,Warehouse A,SUP-008,30,27.185,19.6845,34.6854,0,662,662,80,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0061,Category 3 Model 061,Category 3,Warehouse C,SUP-003,60,22.265,16.2159,28.3141,369,216,585,87.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0061,Category 3 Model 061,Category 3,Warehouse C,SUP-003,90,33.3921,24.3614,42.4228,369,216,585,87.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0062,Category 3 Model 062,Category 3,Warehouse A,SUP-010,30,17.9311,12.9838,22.8784,17,192,209,38,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0062,Category 3 Model 062,Category 3,Warehouse A,SUP-010,60,35.915,26.1574,45.6727,17,192,209,38,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0062,Category 3 Model 062,Category 3,Warehouse A,SUP-010,90,53.8644,39.2971,68.4317,17,192,209,38,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0062,Category 3 Model 062,Category 3,Warehouse B,SUP-010,30,12.1133,8.7712,15.4554,351,0,351,38,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0062,Category 3 Model 062,Category 3,Warehouse B,SUP-010,60,24.2757,17.6804,30.8711,351,0,351,38,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0062,Category 3 Model 062,Category 3,Warehouse B,SUP-010,90,36.3863,26.5458,46.2267,351,0,351,38,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0062,Category 3 Model 062,Category 3,Warehouse C,SUP-010,30,3.7732,2.7322,4.8143,47,0,47,38,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0062,Category 3 Model 062,Category 3,Warehouse C,SUP-010,60,7.5624,5.5078,9.617,47,0,47,38,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0062,Category 3 Model 062,Category 3,Warehouse C,SUP-010,90,11.34,8.2731,14.4068,47,0,47,38,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0063,Category 4 Model 063,Category 4,Warehouse A,SUP-017,30,6.2608,4.5334,7.9882,450,19,469,63.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0063,Category 4 Model 063,Category 4,Warehouse A,SUP-017,60,12.5392,9.1325,15.9459,450,19,469,63.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0063,Category 4 Model 063,Category 4,Warehouse A,SUP-017,90,18.8002,13.7158,23.8847,450,19,469,63.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0063,Category 4 Model 063,Category 4,Warehouse B,SUP-017,30,2.5794,1.8677,3.291,11,0,11,63.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0063,Category 4 Model 063,Category 4,Warehouse B,SUP-017,60,5.1638,3.7609,6.5668,11,0,11,63.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0063,Category 4 Model 063,Category 4,Warehouse B,SUP-017,90,7.7483,5.6528,9.8438,11,0,11,63.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0063,Category 4 Model 063,Category 4,Warehouse C,SUP-017,30,1.4616,1.0583,1.8649,59,0,59,63.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0063,Category 4 Model 063,Category 4,Warehouse C,SUP-017,60,2.9287,2.133,3.7244,59,0,59,63.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0063,Category 4 Model 063,Category 4,Warehouse C,SUP-017,90,4.3901,3.2028,5.5774,59,0,59,63.75,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0064,Category 3 Model 064,Category 3,Warehouse A,SUP-024,30,18.1803,13.1643,23.1964,157,0,157,95,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0064,Category 3 Model 064,Category 3,Warehouse A,SUP-024,60,36.3887,26.5024,46.275,157,0,157,95,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0064,Category 3 Model 064,Category 3,Warehouse A,SUP-024,90,54.5968,39.8314,69.3622,157,0,157,95,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0064,Category 3 Model 064,Category 3,Warehouse B,SUP-024,30,12.6174,9.1362,16.0987,319,0,319,95,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0064,Category 3 Model 064,Category 3,Warehouse B,SUP-024,60,25.2649,18.4008,32.1291,319,0,319,95,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0064,Category 3 Model 064,Category 3,Warehouse B,SUP-024,90,37.8816,27.6367,48.1264,319,0,319,95,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0064,Category 3 Model 064,Category 3,Warehouse C,SUP-024,30,3.1369,2.2714,4.0024,50,0,50,95,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0064,Category 3 Model 064,Category 3,Warehouse C,SUP-024,60,6.243,4.5468,7.9391,50,0,50,95,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0064,Category 3 Model 064,Category 3,Warehouse C,SUP-024,90,9.3547,6.8248,11.8847,50,0,50,95,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0065,Category 4 Model 065,Category 4,Warehouse A,SUP-006,30,20.8329,15.085,26.5808,223,0,223,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0065,Category 4 Model 065,Category 4,Warehouse A,SUP-006,60,41.7177,30.3835,53.0518,223,0,223,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0065,Category 4 Model 065,Category 4,Warehouse A,SUP-006,90,62.5679,45.6468,79.489,223,0,223,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0065,Category 4 Model 065,Category 4,Warehouse B,SUP-006,30,14.2409,10.3118,18.17,732,0,732,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0065,Category 4 Model 065,Category 4,Warehouse B,SUP-006,60,28.4488,20.7197,36.178,732,0,732,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0065,Category 4 Model 065,Category 4,Warehouse B,SUP-006,90,42.6971,31.15,54.2443,732,0,732,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0065,Category 4 Model 065,Category 4,Warehouse C,SUP-006,30,7.5922,5.4975,9.687,485,0,485,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0065,Category 4 Model 065,Category 4,Warehouse C,SUP-006,60,15.1644,11.0444,19.2844,485,0,485,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0065,Category 4 Model 065,Category 4,Warehouse C,SUP-006,90,22.7308,16.5834,28.8782,485,0,485,53.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0066,Category 4 Model 066,Category 4,Warehouse A,SUP-013,30,27.8175,20.1426,35.4925,1249,0,1249,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0066,Category 4 Model 066,Category 4,Warehouse A,SUP-013,60,55.6136,40.5041,70.723,1249,0,1249,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0066,Category 4 Model 066,Category 4,Warehouse A,SUP-013,90,83.3948,60.8412,105.9485,1249,0,1249,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0066,Category 4 Model 066,Category 4,Warehouse B,SUP-013,30,14.9222,10.8051,19.0393,547,0,547,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0066,Category 4 Model 066,Category 4,Warehouse B,SUP-013,60,29.8783,21.7608,37.9958,547,0,547,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0066,Category 4 Model 066,Category 4,Warehouse B,SUP-013,90,44.8074,32.6895,56.9253,547,0,547,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0066,Category 4 Model 066,Category 4,Warehouse C,SUP-013,30,5.4729,3.9629,6.9828,343,0,343,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0066,Category 4 Model 066,Category 4,Warehouse C,SUP-013,60,10.9371,7.9656,13.9085,343,0,343,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0066,Category 4 Model 066,Category 4,Warehouse C,SUP-013,90,16.4328,11.9886,20.8769,343,0,343,82,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0067,Category 1 Model 067,Category 1,Warehouse A,SUP-020,30,5.5305,4.0046,7.0565,11,48,59,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0067,Category 1 Model 067,Category 1,Warehouse A,SUP-020,60,11.0655,8.0591,14.0718,11,48,59,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0067,Category 1 Model 067,Category 1,Warehouse A,SUP-020,90,16.6062,12.1151,21.0972,11,48,59,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0067,Category 1 Model 067,Category 1,Warehouse B,SUP-020,30,2.5465,1.8439,3.249,41,0,41,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0067,Category 1 Model 067,Category 1,Warehouse B,SUP-020,60,5.0805,3.7002,6.4608,41,0,41,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0067,Category 1 Model 067,Category 1,Warehouse B,SUP-020,90,7.6318,5.5678,9.6957,41,0,41,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0067,Category 1 Model 067,Category 1,Warehouse C,SUP-020,30,2.9996,2.172,3.8272,66,0,66,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0067,Category 1 Model 067,Category 1,Warehouse C,SUP-020,60,6.0105,4.3775,7.6435,66,0,66,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0067,Category 1 Model 067,Category 1,Warehouse C,SUP-020,90,9.0156,6.5774,11.4539,66,0,66,32.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0068,Category 2 Model 068,Category 2,Warehouse A,SUP-002,30,23.731,17.1835,30.2785,610,0,610,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0068,Category 2 Model 068,Category 2,Warehouse A,SUP-002,60,47.4011,34.5228,60.2793,610,0,610,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0068,Category 2 Model 068,Category 2,Warehouse A,SUP-002,90,71.1124,51.8805,90.3443,610,0,610,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0068,Category 2 Model 068,Category 2,Warehouse B,SUP-002,30,14.2443,10.3142,18.1743,751,67,818,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0068,Category 2 Model 068,Category 2,Warehouse B,SUP-002,60,28.4376,20.7115,36.1637,751,67,818,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0068,Category 2 Model 068,Category 2,Warehouse B,SUP-002,90,42.6366,31.1058,54.1674,751,67,818,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0068,Category 2 Model 068,Category 2,Warehouse C,SUP-002,30,3.9094,2.8307,4.988,59,0,59,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0068,Category 2 Model 068,Category 2,Warehouse C,SUP-002,60,7.782,5.6677,9.8963,59,0,59,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0068,Category 2 Model 068,Category 2,Warehouse C,SUP-002,90,11.672,8.5154,14.8286,59,0,59,68.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0069,Category 1 Model 069,Category 1,Warehouse A,SUP-009,30,24.2548,17.5628,30.9468,528,0,528,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0069,Category 1 Model 069,Category 1,Warehouse A,SUP-009,60,48.4376,35.2777,61.5974,528,0,528,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0069,Category 1 Model 069,Category 1,Warehouse A,SUP-009,90,72.6434,52.9974,92.2894,528,0,528,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0069,Category 1 Model 069,Category 1,Warehouse B,SUP-009,30,11.7007,8.4724,14.929,1343,0,1343,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0069,Category 1 Model 069,Category 1,Warehouse B,SUP-009,60,23.3257,16.9884,29.663,1343,0,1343,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0069,Category 1 Model 069,Category 1,Warehouse B,SUP-009,90,34.9392,25.4901,44.3883,1343,0,1343,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0069,Category 1 Model 069,Category 1,Warehouse C,SUP-009,30,11.5848,8.3885,14.7811,602,192,794,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0069,Category 1 Model 069,Category 1,Warehouse C,SUP-009,60,23.1077,16.8297,29.3858,602,192,794,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0069,Category 1 Model 069,Category 1,Warehouse C,SUP-009,90,34.6826,25.3029,44.0623,602,192,794,97.5,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0070,Category 4 Model 070,Category 4,Warehouse A,SUP-016,30,31.2139,22.6018,39.8259,101,81,182,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0070,Category 4 Model 070,Category 4,Warehouse A,SUP-016,60,62.3814,45.4332,79.3296,101,81,182,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0070,Category 4 Model 070,Category 4,Warehouse A,SUP-016,90,93.4796,68.1986,118.7607,101,81,182,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0070,Category 4 Model 070,Category 4,Warehouse B,SUP-016,30,15.3656,11.1262,19.605,318,46,364,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0070,Category 4 Model 070,Category 4,Warehouse B,SUP-016,60,30.6957,22.3561,39.0353,318,46,364,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0070,Category 4 Model 070,Category 4,Warehouse B,SUP-016,90,46.0315,33.5826,58.4804,318,46,364,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0070,Category 4 Model 070,Category 4,Warehouse C,SUP-016,30,6.1843,4.478,7.8905,43,0,43,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0070,Category 4 Model 070,Category 4,Warehouse C,SUP-016,60,12.3369,8.9851,15.6887,43,0,43,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0070,Category 4 Model 070,Category 4,Warehouse C,SUP-016,90,18.5184,13.5102,23.5266,43,0,43,51,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0071,Category 3 Model 071,Category 3,Warehouse A,SUP-023,30,20.7856,15.0508,26.5204,671,49,720,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0071,Category 3 Model 071,Category 3,Warehouse A,SUP-023,60,41.5813,30.2842,52.8784,671,49,720,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0071,Category 3 Model 071,Category 3,Warehouse A,SUP-023,90,62.3598,45.4949,79.2246,671,49,720,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0071,Category 3 Model 071,Category 3,Warehouse B,SUP-023,30,16.434,11.8998,20.9682,77,0,77,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0071,Category 3 Model 071,Category 3,Warehouse B,SUP-023,60,32.8048,23.8922,41.7174,77,0,77,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0071,Category 3 Model 071,Category 3,Warehouse B,SUP-023,90,49.1813,35.8805,62.4821,77,0,77,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0071,Category 3 Model 071,Category 3,Warehouse C,SUP-023,30,5.1861,3.7552,6.617,111,468,579,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
30/06/2026,BRA-0071,Category 3 Model 071,Category 3,Warehouse C,SUP-023,60,10.3406,7.5312,13.15,111,468,579,87.25,,0,0,Low,NO_REORDER_POSITION_SUFFICIENT,,,Gross units demand; promo de-lifted; stockout days censored; MOQ from historical min PO; two supplier/container slots.,No purchase action
